duration_seconds_int,comments,city,date_posted,longitude,state,duration_seconds,duration_hours,id,shape,datetime,latitude,country
2700,This event took place in early fall around 1949-50. It occurred after a Boy Scout meeting in the Baptist Church. The Baptist Church sit,san marcos,2004-04-27,-97.9411111,tx,2700,45 minutes,1,cylinder,1949-10-10 20:30:00.000000,29.8830556,us
7200,1949 Lackland AFB&#44 TX.  Lights racing across the sky &amp; making 90 degree turns on a dime.,lackland afb,2005-12-16,-98.581082,tx,7200,1-2 hrs,2,light,1949-10-10 21:00:00.000000,29.38421,
20,My older brother and twin sister were leaving the only Edna theater at about 9 PM&#44...we had our bikes and I took a different route home,edna,2004-01-17,-96.6458333,tx,20,1/2 hour,4,circle,1956-10-10 21:00:00.000000,28.9783333,us
30,i was about six or seven and my family and me were sitting next to a window at home eating when a type of dark ball hit the screen wind,san antonio,2005-02-24,-98.4933333,tx,30,30 seconds,26,other,1977-10-10 12:00:00.000000,29.4238889,us
180,Sphere&#44 No lights&#44  moving through neighborhoods above tree tops&#44 over busy streets in Houston in 1980.,houston,2005-04-16,-95.3630556,tx,180,3 min,33,sphere,1980-10-10 19:00:00.000000,29.7630556,us
300,Strange shape shifting craft of pure light energy.,dallas,2002-10-28,-96.8,tx,300,5 minutes,34,unknown,1980-10-10 22:00:00.000000,32.7833333,us
60,2 experience with unkown,houston,2012-04-18,-95.3630556,tx,60,1 minute,37,circle,1984-10-10 05:00:00.000000,29.7630556,us
10,A man emerges from a beam of light that shines on a grassy field at night and he runs towards the Texas Instruments parking lot.,stafford,2012-04-18,-95.5575,tx,10,10 seconds,53,unknown,1992-10-10 18:00:00.000000,29.6158333,us
30,Black or dark grey.  Too big&#44 too low&#44 too slow&#44 too quiet&#44 for a normal aircraft.,weatherford,2005-09-02,-97.7969444,tx,30,30 seconds,55,unknown,1992-10-10 22:00:00.000000,32.7591667,us
3600,ufo chased by fighter jet over Rio Grande Valley. Seen on news,mercedies,2011-12-12,-97.913611,tx,3600,1 hour,59,cigar,1994-10-10 15:00:00.000000,26.149798,
10,group of   twinkling lights at high altitude,dallas,2001-11-20,-96.8,tx,10,10 seconds,86,other,1999-10-10 06:00:00.000000,32.7833333,us
3600,IN form of diamond with multi colored lights that acted like disco light except one.  theone light was like a brite star and would resp,pennington,2007-02-01,-95.2352778,tx,3600,one hour,156,diamond,2006-10-10 01:00:00.000000,31.1911111,us
300,Huge aircraft with diagnally aligned white lights moving slowly and loudly through the night.,wolfforth,2006-10-30,-102.0086111,tx,300,5 min,165,disk,2006-10-10 22:50:00.000000,33.5058333,us
3,pulsing flash recurring at 2 second intervals 3 times along the same trajectory along 90 degrees of sky,austin,2007-11-28,-97.7427778,tx,3,3 seconds,174,flash,2007-10-10 19:00:00.000000,30.2669444,us
35,Large Boomerang formation of lights over Houston&#44 Beltway 8 &amp; Westheimer moving north to south 10/10/07&#44 9:43 PM.,houston,2007-11-28,-95.3630556,tx,35,35 seconds,180,formation,2007-10-10 21:43:00.000000,29.7630556,us
4,large mass of tiny lights all clustered together in the shape of a large boomerang over eastern sky in north Texas.,van alstyne,2007-11-28,-96.5769444,tx,4,4 seconds,184,other,2007-10-10 22:00:00.000000,33.4213889,us
60,I was coming back from the grocery store around 8:30 pm when I noticed a large orange glowing object in the sky above my neighbors hous,san angelo,2010-11-21,-100.4366667,tx,60,1 minute,224,oval,2010-10-10 20:00:00.000000,31.4636111,us
1200,Spheres of light seen over the west campus area of austin which then broke apart and sped off in different directions.,austin,2012-12-20,-97.7427778,tx,1200,15-20 minutes,262,changing,2012-10-10 21:00:00.000000,30.2669444,us
3600,Pinpoint of light travelled from east to west breifly then hovered for about an hour then disappeared.,montgomery,1999-10-19,-95.6961111,tx,3600,1hrs,318,light,1999-10-11 21:30:00.000000,30.3880556,us
3,Meteor lights up the skies over Dallas&#44 crashes somehere to the south.,dallas,2002-10-28,-96.8,tx,3,3 seconds,336,fireball,2002-10-11 20:36:00.000000,32.7833333,us
1351,Large flaming tail and eratic movement - sudden change of direction,laredo,2004-12-03,-99.5072222,tx,1351,22:31,358,fireball,2004-10-11 22:29:00.000000,27.5061111,us
60,Two triangular objects&#44 lit up by three main lights and other lights in between&#44 moving simotaniously to the East over Pampa Tx.,pampa,2006-10-30,-100.9594444,tx,60,1 minute,388,triangle,2006-10-11 23:00:00.000000,35.5361111,us
3,I saw a ufo for 3 seconds by my house.,brownsville,2008-10-31,-97.4972222,tx,3,3 seconds,399,disk,2008-10-11 04:30:00.000000,25.9013889,us
900,MYSTERIOUS LIGHTS IN THE TEXAS SKY.,centerville,2009-03-19,-95.9780556,tx,900,15 minutes,407,light,2008-10-11 20:30:00.000000,31.2577778,us
600,Slow moving object splits and one part sped away while the bigger part slowly moved in the opposite direction.,denton,2011-01-31,-97.1327778,tx,600,less than 10 minutes but,519,unknown,1972-10-01 04:00:00.000000,33.2147222,us
1800,Classic saucer shape seen in the early seventies.,mosheim,2004-04-09,-97.5997222,tx,1800,20-30 minutes,520,disk,1972-10-01 20:00:00.000000,31.6261111,us
600,I was walking home from the Library at North Texas State University after the Library closed.  From a distance&#44 I saw a large red glowi,denton,2008-06-12,-97.1327778,tx,600,10 min,531,unknown,1974-10-01 01:00:00.000000,33.2147222,us
20,I observed one nite several objects flying in a kind of oval formation and change to a vee formation. There wasn&#39t any sound.,longview,1999-11-09,-94.7402778,tx,20,00:20,601,unknown,1992-10-01 19:00:00.000000,32.5005556,us
5400,Man reports wife went out to empty trash&#44 disappears for 90 min.&#44 returns disoriented and acting strangely.,austin,1999-11-02,-97.7427778,tx,5400,90 min.,621,,1995-10-01 22:30:00.000000,30.2669444,us
30,Three bright orange-white lights moving in a V formation from northeast to Southwest The center light would change position front to re,west houston (greenridge @ westiemer rd.; near galleria),1999-01-28,-95.3630556,tx,30,30 seconds,624,formation,1996-10-01 01:00:00.000000,29.7630556,us
180,2 orange fireballs moving across sky ~ crazy acrobatics,the woodlands,2011-12-12,-95.4891667,tx,180,2-3 minutes,629,fireball,1996-10-01 22:30:00.000000,30.1577778,us
40,I had just got off of work at 1:15 a.m. I was driving down to the Hypermart USA because it was the only store open 24 hrs. I notice thi,garland,2001-11-20,-96.6386111,tx,40,40 seconds,631,rectangle,1997-10-01 01:20:00.000000,32.9125000,us
30,Observed amber bright light decending for apx. 20 seconds.,san antonio,1999-10-19,-98.4933333,tx,30,30 seconds,660,fireball,1999-10-01 00:30:00.000000,29.4238889,us
900,seven objects sighted with one apparantly landing,liberty hill,2005-10-11,-97.9222222,tx,900,15 minutes,787,light,2005-10-01 20:05:00.000000,30.6647222,us
2,As we was driving down Shady Grove heading west we saw a bright blue light steaking across the sky&#44 dipping in and out of the clouds be,irving,2006-10-30,-96.9486111,tx,2,seconds,800,circle,2006-10-01 01:30:00.000000,32.8138889,us
4,White quickly moving light swept across our backyard.,austin,2006-10-30,-97.7427778,tx,4,3-4 seconds,812,,2006-10-01 19:48:00.000000,30.2669444,us
300,Loud Roar&#44 Bright Orange Lights,ballinger,2007-10-08,-99.9469444,tx,300,5 minutes,866,unknown,2007-10-01 21:00:00.000000,31.7380556,us
300,UFO I THINK,dallas,2008-10-31,-96.8,tx,300,5 min,877,oval,2008-10-01 09:45:00.000000,32.7833333,us
300,Silver egg shape over six houses.  ((NUFORC Note:  Possible hoax??  PD)),bonham,2008-10-31,-96.1780556,tx,300,5 minutes,880,egg,2008-10-01 19:12:00.000000,33.5772222,us
2,very strange&#44 unexplainable sound,texas city,2009-08-27,-94.9025,tx,2,2 seconds,885,other,2008-10-01 20:00:00.000000,29.3836111,us
600,Large&#44 very well lit sphere shaped object flying very low over my neighborhood then disappeared,arlington,2008-10-31,-97.1077778,tx,600,10 minutes,894,sphere,2008-10-01 22:30:00.000000,32.7355556,us
1,Disk Shaped Object photographed near Waxahachie Texas,waxahachie,2010-11-21,-96.8480556,tx,1,1 second,915,disk,2010-10-01 12:16:00.000000,32.3863889,us
15,Soundless hovering airplane,dallas,2010-11-21,-96.8,tx,15,brief,916,other,2010-10-01 16:30:00.000000,32.7833333,us
10,south texas 1 oct. v shaped silent object traveling south east dim white lights,san benito,2011-10-10,-97.6308333,tx,10,10 secunds,928,triangle,2011-10-01 06:00:00.000000,26.1322222,us
1500,Orange lights with blinking white lights swarming around.,brownwood,2011-10-10,-98.9908333,tx,1500,25 min,929,unknown,2011-10-01 09:30:00.000000,31.7091667,us
300,Driving around when me and my friend saw a bright BRIGHT white light from about 2/12 miles away. Started driving towards it it as it ju,richmond,2012-10-30,-95.7605556,tx,300,5 minutes,948,unknown,2012-10-01 01:00:00.000000,29.5819444,us
300,It was slow moving &#44no lights and totally silent and BIG.,breckenridge,2004-04-27,-98.9019444,tx,300,5 minutes,1030,other,2000-10-12 08:00:00.000000,32.7555556,us
600,I seen a circular obect&#44 silver in color with no wings moving north to west at a rather fast speed.,winfield,2002-10-28,-95.1116667,tx,600,10 minutes,1050,circle,2002-10-12 11:00:00.000000,33.1672222,us
300,Triangle UFO with Blue/White lights,paris,2010-11-21,-95.5552778,tx,300,5 minutes,1058,triangle,2002-10-12 20:00:00.000000,33.6608333,us
300,Close encounter in Paris&#44 TX,paris,2002-12-23,-95.5552778,tx,300,less than 5 minutes,1060,triangle,2002-10-12 20:45:00.000000,33.6608333,us
300,Luminous translucent red sphere,dallas,2003-10-31,-96.8,tx,300,5 minutes,1070,sphere,2003-10-12 22:20:00.000000,32.7833333,us
7200,((NUFORC Note:  Possible twinkling stars?  PD)) Four objects with red/orange &amp; green flashing lights sighted near Florence/Killeen&#44TX..,georgetown,2005-10-20,-97.6769444,tx,7200,2 hours,1094,changing,2005-10-12 21:00:00.000000,30.6325000,us
300,Two White Separated Lights in Southern Sky,mckinney,2008-10-31,-96.615,tx,300,5 minutes,1122,light,2008-10-12 20:00:00.000000,33.1975000,us
900,8:30ct &#160; Oct. 12&#44 2009  Myself&#44 my husband and my daughter saw a large bright object that looked like a star at first.... It was moving,san juan,2009-12-12,-98.155,tx,900,15 minutes,1132,unknown,2009-10-12 20:30:00.000000,26.1888889,us
60,A white light like a star traveling very fast chafing directions then dissapeared.,houston/tomball,2009-12-12,-95.615819,tx,60,about a minute,1133,light,2009-10-12 22:00:00.000000,30.099121,
180,BLACK TRIANGLE SEEN OVER NORTH TEXAS ON 10.12.10,cross roads,2010-11-21,-96.1425,tx,180,3 mins,1135,triangle,2010-10-12 00:56:00.000000,31.0747222,us
20,A ufo sits for ten seconds&#44 and disappears completely,tomball,2010-11-21,-95.6158333,tx,20,20 seconds,1136,cigar,2010-10-12 06:00:00.000000,30.0969444,us
300,Oval shaped aluminum colored object spotted in broad day light and dissapeared,waco,2010-11-21,-97.1463889,tx,300,5min.,1140,oval,2010-10-12 12:30:00.000000,31.5491667,us
300,Bright white light cigar shaped object seen flying slowly to the north in slight decent.,dallas,2010-11-21,-96.8,tx,300,5 minutes,1143,cigar,2010-10-12 19:10:00.000000,32.7833333,us
30,My wife and I observed chevron shaped lights moving across the sky,lufkin,2010-11-21,-94.7288889,tx,30,30 seconds,1147,chevron,2010-10-12 21:00:00.000000,31.3380556,us
900,No noise precision flying unreal altitude gains somewhat creepy and appeared as many and left as one,waco,2011-10-19,-97.1463889,tx,900,15 min,1152,changing,2011-10-12 17:11:00.000000,31.5491667,us
900,2 spacecraft and huge blue light in the sky,san antonio,2011-10-19,-98.4933333,tx,900,15 minutes,1157,triangle,2011-10-12 21:00:00.000000,29.4238889,us
17,Gold hazy &quot;being&quot; hovering (like standing on edge of craft) while over apt building in NW Austin - amber lights on edges.,austin,2013-10-23,-97.7427778,tx,17,recorded 17 seconds,1190,unknown,2013-10-12 03:08:00.000000,30.2669444,us
60,UFO lights over Austin&#44 Texas ACL Fest During the Cure Concert.,austin,2013-10-14,-97.7427778,tx,60,1 minute,1206,triangle,2013-10-12 20:55:00.000000,30.2669444,us
5,I was driving to the hospital after work to visit my dad.   Suddenly&#44 about 3 blocks ahead of me a disc lite object appeared.  It arriv,mission,2014-03-18,-98.325,tx,5,5 seconds,1227,disk,1966-10-13 07:00:00.000000,26.2155556,us
600,We saw a huge diamond shaped object hovering over us.,odessa,2000-07-29,-102.3672222,tx,600,10 minutes,1242,diamond,1996-10-13 19:47:00.000000,31.8455556,us
60,The Book of Yahweh,clyde,2000-12-02,-99.4933333,tx,60,around 1 min.,1265,cylinder,2000-10-13 19:14:00.000000,32.4058333,us
120,it blew up and shattered into several different parts had jet stream behind it and was bright blue and white and traveled as far as i c,amarillo,2000-12-02,-101.8308333,tx,120,2 min,1268,light,2000-10-13 19:30:00.000000,35.2219444,us
60,I am a 34 year old attorney with two children.  My wife and I were traveling from Dallas to Abilene&#44 heading West on Interstate 20.  It,baird,2000-12-02,-99.3938889,tx,60,30 sec. to 1 min.,1269,fireball,2000-10-13 19:30:00.000000,32.3938889,us
600,Objects that zip in and out,houston,2003-10-15,-95.3630556,tx,600,10 mins,1307,light,2003-10-13 23:15:00.000000,29.7630556,us
1800,Starting on October 10&#44 2004&#44 I have seen an obj. in the sky twice.  ((NUFORC Note:  We suspect Venus may be one of the objects.  PD)),galveston,2004-10-27,-94.7975,tx,1800,30 mins,1310,light,2004-10-13 01:25:00.000000,29.3011111,us
15,&quot;Boomerang&quot; shape over Atlanta&#44 Tx -October 2005,atlanta,2005-12-16,-94.1641667,tx,15,15 seconds,1335,other,2005-10-13 23:30:00.000000,33.1136111,us
20,&quot;Black Triangle&quot; UFO with 3 White Lights on Each Point Seen in Beaumont&#44 TX,beaumont,2006-10-30,-94.1016667,tx,20,10-20 sec,1345,triangle,2006-10-13 20:50:00.000000,30.0858333,us
5,Black triangle flying low and slow,katy,2007-11-28,-95.8241667,tx,5,5 seconds,1352,triangle,2007-10-13 07:45:00.000000,29.7855556,us
120,Blinking white light and red.,webster,2010-11-21,-95.1180556,tx,120,2 minutes,1380,cross,2010-10-13 03:00:00.000000,29.5375000,us
10,Shadow object...Black then (glow) speeding across night sky.,allen,2010-11-21,-96.6702778,tx,10,10 secs,1399,unknown,2010-10-13 22:00:00.000000,33.1030556,us
10800,Craft was low above trees circling lookin for something to pick up spraying white powder.,newark,2013-10-14,-97.4841667,tx,10800,3 hours,1454,circle,2013-10-13 05:01:00.000000,33.0011111,us
1200,I WENT TO THE BACK YARD WITH THE DOG AND LOOKED AT THE MOON AS I WAS COMING BACK TOWARD THE HOUSE. THE MOON WAS IN THE SSW OF THE SKY A,el paso,1999-10-19,-106.4863889,tx,1200,20 minutes,1511,triangle,1999-10-14 20:15:00.000000,31.7586111,us
120,Erratically moving bright object with red and blue aura,adkins,2001-11-20,-98.2369444,tx,120,2:00,1525,diamond,2001-10-14 06:00:00.000000,29.3927778,us
60,Two big bright lights followed by several smaller lights  ((NUFORC Note:  We suspect celestial bodies.  PD)),needville,2004-10-27,-95.8375,tx,60,several hours,1575,light,2004-10-14 02:30:00.000000,29.3991667,us
420,at 06:40 this morning a saw what i thought was a shooting star. but it then stopped and it lite up bright blue for about a minute. afte,amarillo,2005-10-20,-101.8308333,tx,420,7 minutes,1581,sphere,2005-10-14 06:40:00.000000,35.2219444,us
300,Didn&#39t really look like a craft. Maybe something biomorphic?,san antonio,2005-10-20,-98.4933333,tx,300,5 minutes,1582,other,2005-10-14 09:35:00.000000,29.4238889,us
1,black sphere with glowing ring around it.  ((NUFORC Note:  Student report.  PD)),austin,2008-10-31,-97.7427778,tx,1,1 second,1614,sphere,2008-10-14 01:00:00.000000,30.2669444,us
3,High altitude fast bright light,the colony,2010-11-21,-96.8861111,tx,3,3 seconds,1634,light,2010-10-14 06:04:00.000000,33.0888889,us
3,1 1/2 times the size of a full moon&#44  green and moved alot faster than normal at 4 am,clear lake,2009-12-12,-96.495,tx,3,3 secs,1654,egg,2000-10-15 04:00:00.000000,33.0780556,us
37800,Silver orb floating over far westside of El Paso for over an hour,el paso,2011-10-25,-106.4863889,tx,37800,1 1/2 hrs,1658,circle,2011-10-14 18:00:00.000000,31.7586111,us
60,Me and some friends were in northside in fort worth TX&#44  going home when we seen what look liked 2 fireballs coming down fast&#44  we all,fort worth,2012-10-30,-97.3205556,tx,60,1 minute,1672,circle,2012-10-14 07:30:00.000000,32.7252778,us
300,My father was a WWW1 Vet. and loved hunting. The year was round 1953.We lived in a town of 300 people in southeast tex. Dad would take,mauriceville,2002-11-04,-93.8661111,tx,300,5 min.,1717,disk,1953-10-15 14:00:00.000000,30.2033333,us
300,We saw a silver football&#44 motionless in the sky; stopped &#44 looked about 3-5 mins. and resumed the trip.,blanco,2004-04-27,-98.4211111,tx,300,3-5 mins,1718,other,1954-10-15 16:30:00.000000,30.0977778,us
3,5 to 6&quot; diameter light&#44 extremely fast&#44 silent&#44 made an impossible inside 45 degree turn&#44 and sped away horizontally.,houston (ellington afb),2000-09-17,-95.3630556,tx,3,3 seconds,1724,light,1957-10-15 20:30:00.000000,29.7630556,us
60,the light that came as i called it,hurst,2002-09-06,-97.1702778,tx,60,1 minute,1752,disk,1969-10-15 19:00:00.000000,32.8233333,us
1800,went outside &amp; in night sky looking east{est.} saw 15 to 25 objects looked like stars appeared same distance as stars&#44 but brighter tha,lago vista (near austin),1999-02-16,-97.9880556,tx,1800,30 minutes,1762,formation,1971-10-15 00:00:00.000000,30.4600000,us
2700,UFO hovers over Houston TX&#44 fall 1973.,houston,2012-09-24,-95.3630556,tx,2700,45 minutes,1768,circle,1973-10-15 19:30:00.000000,29.7630556,us
240,Odd occurance over Ft. Hood&#44 Texas,killeen,2004-10-27,-97.7275,tx,240,3-4 min.,1779,changing,1975-10-15 06:30:00.000000,31.1169444,us
900,I cant remember very well now but i think it happened on a thursday night...i needed school paper for the folowing day and i told my pa,uvalde,2001-11-20,-99.7858333,tx,900,5-15 minutes,1840,circle,1984-10-15 22:30:00.000000,29.2094444,us
3600,Controled flight. Extremely low altitude. Extremely slow speed. NO SOUND&#33 Observed at close distances.,new boston,2004-10-27,-94.4152778,tx,3600,1 hour,1841,egg,1984-10-15 23:00:00.000000,33.4597222,us
20,Silver saucer object hovering on hill,burnet,2005-12-16,-98.2280556,tx,20,10-20 seconds,1857,disk,1987-10-15 16:00:00.000000,30.7580556,us
120,Driving at night on loop saw circular blinking lights.,odessa,1999-05-24,-102.3672222,tx,120,2 min,1874,circle,1988-10-15 21:00:00.000000,31.8455556,us
300,Looking out at the night sky I caught out of my peripheral vision a streaking pastel green shooting star.,big spring,2001-11-20,-101.4783333,tx,300,5 min,1876,other,1988-10-15 22:45:00.000000,32.2502778,us
240,UFO seen over Austin&#39s  Robert Muller Airport,austin,2003-06-18,-97.7427778,tx,240,4 mins,1892,other,1990-10-15 23:00:00.000000,30.2669444,us
300,Round disk with lights,snyder,2006-05-15,-100.9172222,tx,300,5 minutes,1893,disk,1991-10-15 03:00:00.000000,32.7177778,us
1800,The object was hidden in a cloud.,lubbock,2004-07-25,-101.8547222,tx,1800,20-30 minutes,1896,cigar,1992-10-15 18:00:00.000000,33.5777778,us
5,Orange fiery disk flying at tree level,marshall,1999-01-28,-94.3672222,tx,5,5 seconds,1917,disk,1994-10-15 23:15:00.000000,32.5447222,us
300,It was floating right above the tree tops over the houses about 75 feet from the tops os the houses.,austin,2000-04-15,-97.7427778,tx,300,5 minutes,1932,triangle,1996-10-15 03:00:00.000000,30.2669444,us
300,My friend and I were driving home from a date&#44 I opened the sunroof to view the moon lite sky.  As I was starring at the stars  somethi,dallas,1998-06-02,-96.8,tx,300,5 minutes,1941,light,1997-10-15 10:00:00.000000,32.7833333,us
600,Central Texas Sighting in Fall of 1997. Pulsing&#44 single craft at EXTREME SPEEDS.,stephenville,2001-01-03,-98.2019444,tx,600,10 minutes,1952,circle,1997-10-15 20:45:00.000000,32.2205556,us
30,&quot;V&quot; Shaped craft over Night Sky in Alvarado TX. Oct. 1997,alvarado,2003-10-31,-97.2113889,tx,30,30 secs,1954,chevron,1997-10-15 22:00:00.000000,32.4063889,us
15,On approx. 10/15/1998 @ 0130 .I went to my back patio for a cigarette. I was outside for at least 3 min. i know this because i was almo,round rock,1999-08-30,-97.6786111,tx,15,15 seconds,1960,egg,1998-10-15 01:30:00.000000,30.5080556,us
4,A small&#44 single fireball in the sky at an indeterminate altitude.,houston,2001-08-05,-95.3630556,tx,4,4 seconds,1961,fireball,1998-10-15 06:35:00.000000,29.7630556,us
10,An UFO staying on the skjy with half red and half orange.,dallas,2005-01-27,-96.8,tx,10,10 seconds,1977,disk,1998-10-15 23:00:00.000000,32.7833333,us
180,Craft came over on a dark but clear night.It was moving south east to north west.The craft was a vee shape but not the sahpe of the,breckenridge,2002-01-11,-98.9019444,tx,180,2-3min,1996,other,1999-10-15 20:00:00.000000,32.7555556,us
30,Triangular shaped&#44 green lights&#44 seen when investigating why dog was whining. Missing time later.,copeville,1999-10-19,-96.4152778,tx,30,30 seconds,2004,triangle,1999-10-15 23:00:00.000000,33.0794444,us
4,Bright Green Oval Highspeed bigger than a full moon,nassau bay,2006-07-16,-95.0908333,tx,4,3-4 seconds,2014,oval,2000-10-15 04:00:00.000000,29.5444444,us
7200,Both of these little people had long arms and big black eyes. They were shorter then me. Their heads were bigger then their body and ca,del valle,2001-12-05,-97.6544444,tx,7200,2 hrs.,2017,,2000-10-15 15:30:00.000000,30.2105556,us
300,UFO in outer space. A flying &quot;V&quot; formation of 15 to 20 of what looked like stars in the clear sky,houston,2001-02-18,-95.3630556,tx,300,5 minutes,2027,triangle,2000-10-15 21:30:00.000000,29.7630556,us
30,No shadows but me>,san antonio,2001-11-20,-98.4933333,tx,30,15 to 30 sec.,2058,light,2001-10-15 23:00:00.000000,29.4238889,us
240,Myself and a friend were standing outside on the west side of our place of employment when he said to me what in the what hell is that.,weatherford,2004-01-17,-97.7969444,tx,240,2 to4 minutes,2079,changing,2003-10-15 10:00:00.000000,32.7591667,us
1800,NON BELIEVER TO FIRM BELIEVER FROM ONE ENCOUNTER,dallas/ft. worth (mansfield),2005-01-19,-97.330766,tx,1800,20-30 minutes,2102,fireball,2004-10-15 00:00:00.000000,32.755488,
120,Dancing balls of light over the Texas night sky.,groves,2006-12-07,-93.9169444,tx,120,2 min,2108,light,2004-10-15 02:45:00.000000,29.9480556,us
480,I NEVER THOUGHT IT WOULD HAPPEN TO ME.,new caney,2005-12-16,-95.2111111,tx,480,8 minutes,2127,formation,2005-10-15 01:00:00.000000,30.1550000,us
120,At approximately 3 am a bright light appeared NNE in the sky about 3 miles away at about 50 degrees above the horizon.  The object was,arlington,2005-11-03,-97.1077778,tx,120,2 minutes,2129,light,2005-10-15 03:00:00.000000,32.7355556,us
300,UFO SIGHTED HOVERING AT REAR OF HOUSTON RESIDENCE. Richard &amp; June  H. /HUSBAND &amp; WIFE WITNESS,houston,2005-10-20,-95.3630556,tx,300,5 minutes,2131,circle,2005-10-15 04:32:00.000000,29.7630556,us
40,Saw a metalic football shaped object traveling 200 to 250 mph at  about 1000 to 1500 ft. No sound&#44no windows&#44no wings &#44no trail .,mineola,2007-04-27,-95.4880556,tx,40,40sec.,2140,egg,2005-10-15 16:00:00.000000,32.6630556,us
30,Two red &amp; green lights over SE Austin,austin,2005-12-16,-97.7427778,tx,30,hours,2144,other,2005-10-15 21:00:00.000000,30.2669444,us
120,In North Houston 3 family members and I witnessed 4 bright objects in a line formation heading southeast. About 30 sec later all object,houston,2009-12-12,-95.3630556,tx,120,2 minutes,2207,light,2009-10-15 20:15:00.000000,29.7630556,us
3600,Over a dozen drone-like UFOs witness over Austin&#44 Texas,austin,2010-11-21,-97.7427778,tx,3600,1 hour,2221,other,2010-10-15 16:30:00.000000,30.2669444,us
10,Object&#44 or objects seen over Jones County&#44 TX&#44 10-15-11.,anson,2011-10-19,-99.8958333,tx,10,10 sec.,2247,changing,2011-10-15 20:30:00.000000,32.7563889,us
120,On about this time my wife and I saw a V shaped object fly over our house. It was NOT the shape of the Stelth bomber. It was a 90 degre,breckenridge,2005-09-15,-98.9019444,tx,120,2 minutes,2303,other,1998-10-16 20:00:00.000000,32.7555556,us
15,Streaking light seen overhead. Went from a standstill(hover?) position and then streaked off in a flash.,the colony,1999-11-17,-96.8861111,tx,15,15 seconds,2313,triangle,1999-10-16 22:00:00.000000,33.0888889,us
20,Flying object similar to blimp shaped like rounded football&#44 illuminated from within.,houston,1999-10-19,-95.3630556,tx,20,20 seconds,2314,oval,1999-10-16 22:15:00.000000,29.7630556,us
900,Dim light at high altitude moving quite fast seen to reverse course.,waco,2002-10-28,-97.1463889,tx,900,15 minutes,2338,light,2002-10-16 20:45:00.000000,31.5491667,us
1.5,Looked like a bright green shooting star&#44 much larger&#44 longer tail and brighter than a SS&#44 headed in dowward direction.,austin,2002-10-28,-97.7427778,tx,1.5,1.5 seconds,2344,other,2002-10-16 23:06:00.000000,30.2669444,us
900,((NUFORC Note:  Probable sighting of Mars.  PD))  I was outside last night packing our truck at our ranch in Texas&#8230;,north zulch,2005-10-20,-96.1080556,tx,900,15 minutes,2367,circle,2005-10-16 08:45:00.000000,30.9175000,us
5,UFO more than a glow 10-19-2006 From the Plainview Daily Herald 10/19/2006 By KEVIN LEWIS  Herald Editor  Mark Harmon promises he&#8217;s not,plainview,2006-10-30,-101.7063889,tx,5,5 seconds,2383,other,2006-10-16 19:00:00.000000,34.1847222,us
2,Oct. 2007 I was on a cruise in middle of the Gulf of Mexico and took this picture.,gulf of mexico,2008-10-31,-97.328818,tx,2,seconds,2396,oval,2007-10-16 20:00:00.000000,27.716432,
50,Saw a mirror-colored craft that I have never seen the likes of.,lindale,2009-01-10,-95.4091667,tx,50,50 sec,2400,chevron,2008-10-16 17:25:00.000000,32.5155556,us
1500,I live in Rowlett&#44 TX and on October 16&#44 2009 I saw a circular bright object that pulsated with multiple colors within it.,rowlett,2009-12-12,-96.5636111,tx,1500,25 minutes,2415,circle,2009-10-16 20:00:00.000000,32.9027778,us
1800,There were strange revolving lights in Haltom&#44 TX on the night of October 16.  ((NUFORC Note:  Advertising lights??  PD)),haltom,2009-12-12,-94.88732,tx,1800,30 mins,2418,light,2009-10-16 22:00:00.000000,30.415128,
10,Shifting triangular shape object&#44 very high rate of speed&#44 high altitude&#44 traveling due north to south.,sugar land,2009-12-12,-95.6347222,tx,10,10 seconds,2419,triangle,2009-10-16 22:00:00.000000,29.6194444,us
180,Me and a friend of mine were driving down Alemeda St between Westpoint Blvd and Academy Blvd when we saw an orange orb in the sky. Once,fort worth,2013-10-23,-97.3205556,tx,180,3 minutes,2486,cylinder,2013-10-16 20:57:00.000000,32.7252778,us
300,I noticed a &quot;plane&quot; headed directly for my building at some distance thought nothing of it until it got closer and I kept an eye on it,dallas,2003-10-31,-96.8,tx,300,5 minutes,2547,unknown,2003-10-17 02:00:00.000000,32.7833333,us
1200,It has been several years since I saw a hovering large ball outside&#44 barely moving&#44 for several days. Last night&#44 while reading in my l,richardson,2003-10-31,-96.7294444,tx,1200,20 minutes,2553,circle,2003-10-17 19:00:00.000000,32.9480556,us
600,Sunset &#44 multiple objects&#44 mostly round&#44 some triangular&#44 5 - 10 minute display,san antonio,2005-01-19,-98.4933333,tx,600,5 - 10 minutes,2566,circle,2004-10-17 19:00:00.000000,29.4238889,us
60,Two adults witness peculiar yellow flare&#44 which suddenly accelerates and streaks away.,arlington,2005-10-20,-97.1077778,tx,60,1 minute,2572,,2005-10-17 01:40:00.000000,32.7355556,us
300,UFO hovers over Lake Travis for 5 minutes&#44 then speeds off.,austin,2007-11-28,-97.7427778,tx,300,5 minutes,2599,light,2007-10-17 22:30:00.000000,30.2669444,us
60,2 lights above some houses that moved away from each other and they were low to the ground.,mesquite,2008-10-31,-96.5988889,tx,60,1min,2601,unknown,2008-10-17 09:00:00.000000,32.7666667,us
